actual,proposed
469.4833679199219,36.496620178222656
472.8938903808594,41.2996826171875
469.4833679199219,45.87324905395508
466.0728454589844,50.22614669799805
0.0,54.32209777832031
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
206.4216766357422,0.0
230.29510498046875,0.0
254.16851806640625,0.0
271.22088623046875,0.0
291.68377685546875,0.0
308.73626708984375,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,30.095226287841797
0.0,30.773000717163086
0.0,31.379941940307617
0.0,31.918777465820312
0.0,32.436885833740234
0.0,32.89030838012695
0.0,33.32628631591797
0.0,33.70073318481445
0.0,34.01601791381836
0.0,34.319175720214844
0.0,34.61067199707031
0.0,34.93571853637695
0.0,35.24826431274414
0.0,35.54879379272461
0.0,35.79299545288086
0.0,36.07257080078125
0.0,36.341392517089844
0.0,36.599876403808594
0.0,36.84841537475586
0.0,37.087398529052734
0.0,37.31718826293945
0.0,37.49337387084961
0.0,37.66278839111328
0.0,37.82568359375
0.0,37.93755340576172
0.0,38.04512405395508
0.0,38.19331359863281
0.0,38.291046142578125
0.0,38.34025573730469
0.0,38.34280776977539
0.0,38.255733489990234
0.0,38.08248519897461
0.0,37.87113571166992
0.0,37.66791915893555
0.0,37.42775344848633
0.0,37.19682693481445
0.0,36.930015563964844
0.0,36.62870407104492
0.0,36.33898162841797
0.0,36.14992904663086
0.0,35.87862014770508
0.0,35.57298278808594
0.0,35.234336853027344
0.0,34.9534797668457
0.0,34.593902587890625
0.0,34.24815368652344
0.0,33.91570281982422
0.0,33.55127716064453
0.0,33.15610122680664
0.0,32.820892333984375
0.0,32.498573303222656
0.0,32.18865203857422
0.0,31.80112075805664
0.0,31.428497314453125
0.0,30.98067855834961
0.0,30.505321502685547
0.0,30.00348663330078
0.0,29.47618865966797
0.0,28.96917152404785
0.0,28.481653213500977
0.0,27.968124389648438
0.0,27.429582595825195
0.0,26.911752700805664
0.0,26.369077682495117
0.0,25.757749557495117
0.0,25.125171661376953
0.0,24.516923904418945
0.0,24.02159309387207
0.0,23.590076446533203
0.0,23.130393981933594
0.0,22.688390731811523
0.0,22.26338768005371
0.0,21.854732513427734
0.0,21.50655746459961
0.0,21.17177391052246
0.0,20.80510139465332
0.0,20.407773971557617
0.0,20.025728225708008
0.0,19.56884765625
0.0,19.040014266967773
0.0,18.53152084350586
0.0,18.08734703063965
0.0,17.705020904541016
0.0,17.337398529052734
0.0,17.0286808013916
0.0,16.821359634399414
0.0,16.622011184692383
0.0,16.38557243347168
0.0,16.158226013183594
0.0,15.89486026763916
0.0,15.5968599319458
0.0,15.310321807861328
0.0,15.079567909240723
0.0,14.678634643554688
0.0,14.158835411071777
0.0,13.524738311767578
0.0,12.825505256652832
0.0,12.108403205871582
0.0,11.463644981384277
0.0,10.933208465576172
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,9.834662437438965
0.0,10.88882064819336
0.0,11.991961479187012
0.0,13.05267333984375
0.0,14.16211223602295
0.0,15.27364444732666
0.0,16.43195152282715
0.0,17.635236740112305
0.0,18.881763458251953
0.0,20.125112533569336
0.0,21.32063865661621
0.0,22.51494598388672
0.0,23.663320541381836
0.0,24.76752471923828
0.0,25.78449821472168
0.0,26.76235580444336
0.0,27.657840728759766
0.0,28.518882751464844
0.0,29.34680938720703
0.0,30.14289093017578
0.0,30.9531192779541
0.0,31.7321834564209
0.0,32.52604675292969
0.0,33.28937911987305
0.0,33.97858810424805
0.0,34.68605041503906
0.0,35.411067962646484
0.0,36.10820007324219
0.0,36.86804962158203
0.0,37.598670959472656
0.0,38.345951080322266
0.0,39.064491271972656
0.0,39.71063232421875
0.0,40.28716278076172
0.0,40.7967529296875
0.0,41.331504821777344
0.0,41.8456916809082
0.0,42.34010314941406
0.0,42.90502166748047
0.0,43.49297332763672
0.0,43.96879196166992
0.0,44.3367805480957
0.0,44.690616607666016
0.0,44.986080169677734
0.0,45.22541427612305
0.0,45.41078186035156
0.0,45.63378143310547
0.0,45.84820556640625
0.0,46.009620666503906
0.0,46.07530212402344
0.0,46.138458251953125
0.0,46.1544189453125
0.0,46.08024215698242
0.0,45.874629974365234
0.0,45.632164001464844
0.0,45.3542594909668
0.0,44.99751281738281
0.0,44.60972595214844
0.0,44.281620025634766
0.0,43.92136764526367
0.0,43.57497024536133
0.0,43.19713592529297
0.0,42.833831787109375
0.0,42.52926254272461
0.0,42.23640823364258
0.0,41.910057067871094
0.0,41.50673294067383
0.0,40.98462677001953
0.0,40.39308166503906
0.0,39.734764099121094
0.0,38.92271041870117
0.0,38.00760269165039
0.0,36.948638916015625
0.0,35.79611587524414
0.0,34.55363464355469
0.0,33.17988204956055
0.0,31.76944351196289
0.0,30.368492126464844
0.0,28.887130737304688
0.0,27.2836971282959
0.0,25.65240478515625
0.0,24.039093017578125
0.0,22.35354232788086
0.0,20.688058853149414
0.0,18.99710464477539
0.0,17.281660079956055
0.0,15.632194519042969
0.0,14.04616928100586
0.0,12.476386070251465
0.0,10.87745189666748
0.0,9.340014457702637
0.0,7.906473159790039
0.0,6.572831630706787
0.0,5.335244178771973
0.0,4.190019130706787
0.0,3.1336052417755127
0.0,2.2073495388031006
0.0,1.4510058164596558
0.0,0.8580429553985596
0.0,0.37741345167160034
0.0,0.04955651983618736
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0621739886701107
0.0,0.3283601403236389
0.0,0.7185990214347839
0.0,1.3176426887512207
0.0,2.0726964473724365
0.0,3.0672872066497803
0.0,4.247438430786133
0.0,5.561253547668457
0.0,7.00358772277832
0.0,8.524737358093262
0.0,10.076905250549316
0.0,11.658902168273926
0.0,13.26957893371582
0.0,14.90783405303955
0.0,16.48307991027832
0.0,17.997737884521484
0.0,19.45414161682129
0.0,20.809764862060547
0.0,22.02372169494629
0.0,23.146224975585938
0.0,24.1807918548584
0.0,25.13080406188965
0.0,25.9995174407959
0.0,26.745290756225586
0.0,27.417617797851562
0.0,28.0640869140625
0.0,28.730453491210938
0.0,29.28166389465332
0.0,29.722152709960938
0.0,30.19045639038086
0.0,30.73027801513672
0.0,31.24933624267578
0.0,31.70366668701172
0.0,32.095760345458984
0.0,32.47277069091797
0.0,32.88004684448242
0.0,33.31642150878906
0.0,33.78077697753906
0.0,34.31679916381836
0.0,34.83220291137695
0.0,35.32778549194336
0.0,35.8043098449707
0.0,36.3072624206543
0.0,36.790870666503906
0.0,37.30064392089844
0.0,37.74604415893555
0.0,38.12955856323242
0.0,38.49831771850586
0.0,38.85289764404297
0.0,39.1938362121582
0.0,39.43213653564453
0.0,39.571746826171875
0.0,39.616458892822266
0.0,39.659454345703125
0.0,39.566505432128906
0.0,39.47713088989258
0.0,39.301666259765625
0.0,39.04343032836914
0.0,38.79512405395508
0.0,38.51160430908203
0.0,38.28375244140625
0.0,38.06466293334961
0.0,37.76447677612305
0.0,37.475833892822266
0.0,37.19829177856445
0.0,36.93142318725586
0.0,36.67482376098633
0.0,36.24903869628906
0.0,35.75010299682617
0.0,35.09130859375
0.0,34.27880096435547
0.0,33.363250732421875
0.0,32.348628997802734
0.0,31.238740921020508
0.0,30.037250518798828
0.0,28.7476806640625
0.0,27.41818618774414
0.0,26.095064163208008
0.0,24.643779754638672
0.0,23.114023208618164
0.0,21.553577423095703
0.0,19.963624954223633
0.0,18.390060424804688
0.0,16.742727279663086
0.0,15.113988876342773
0.0,13.503135681152344
0.0,11.864710807800293
0.0,10.244539260864258
0.0,8.552393913269043
0.0,6.880568504333496
0.0,5.228280544281006
0.0,3.684305429458618
0.0,2.199713945388794
0.0,0.7722222805023193
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.8200768828392029
0.0,2.0418996810913086
0.0,3.3062522411346436
0.0,4.656266689300537
0.0,6.088644504547119
0.0,7.555457592010498
0.0,9.010619163513184
0.0,10.454575538635254
0.0,11.93251895904541
0.0,13.443144798278809
0.0,14.940434455871582
0.0,16.38013458251953
0.0,17.809226989746094
0.0,19.22811508178711
0.0,20.547670364379883
0.0,21.816471099853516
0.0,23.081235885620117
0.0,24.342119216918945
0.0,25.50974464416504
0.0,26.587697982788086
0.0,27.624189376831055
0.0,28.66558074951172
0.0,29.622156143188477
0.0,30.586702346801758
0.0,31.424623489379883
0.0,32.275081634521484
0.0,33.09282684326172
0.0,33.87912368774414
0.0,34.59041213989258
0.0,35.31910705566406
0.0,35.975013732910156
0.0,36.650455474853516
0.0,37.255157470703125
0.0,37.7470703125
0.0,38.22006607055664
0.0,38.540584564208984
0.0,38.80400848388672
0.0,39.01253890991211
0.0,39.12351989746094
0.0,39.31976318359375
0.0,39.46369171142578
0.0,39.60208511352539
0.0,39.60087203979492
0.0,39.68922424316406
0.0,39.818946838378906
0.0,39.85415267944336
0.0,39.84324264526367
0.0,39.8327522277832
0.0,39.77790069580078
0.0,39.72515869140625
0.0,39.67444610595703
0.0,39.5809211730957
0.0,39.44622802734375
0.0,39.27195358276367
0.0,39.1043815612793
0.0,38.89849090576172
0.0,38.655757904052734
0.0,38.37759780883789
0.0,38.02061080932617
0.0,37.632591247558594
0.0,37.304256439208984
0.0,36.94378662109375
0.0,36.59718322753906
0.0,36.26390838623047
0.0,35.89868927001953
0.0,35.50275421142578
0.0,35.07728958129883
0.0,34.489131927490234
0.0,33.83407211303711
0.0,33.20420455932617
0.0,32.50904083251953
0.0,31.70631980895996
0.0,30.800188064575195
0.0,29.839378356933594
0.0,28.736473083496094
0.0,27.586462020874023
0.0,26.346393585205078
0.0,25.06449317932129
0.0,23.742368698120117
0.0,22.381572723388672
0.0,20.98358917236328
0.0,19.505081176757812
0.0,17.904390335083008
0.0,16.275737762451172
0.0,14.620201110839844
0.0,12.983575820922852
0.0,11.409897804260254
0.0,9.896745681762695
0.0,8.397027969360352
0.0,6.999755382537842
0.0,5.656224250793457
0.0,4.3643670082092285
0.0,3.122196912765503
0.0,1.883039116859436
0.0,0.7363045811653137
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.6357746720314026
0.0,1.6408681869506836
0.0,2.6520676612854004
0.0,3.7586655616760254
0.0,4.912225246429443
0.0,6.066181182861328
0.0,7.265280723571777
0.0,8.463025093078613
0.0,9.659465789794922
0.0,10.80988883972168
0.0,11.960829734802246
0.0,13.067502975463867
0.0,14.131611824035645
0.0,15.154792785644531
0.0,16.09385871887207
0.0,16.952041625976562
0.0,17.82198143005371
0.0,18.74798583984375
0.0,19.504087448120117
0.0,20.14158058166504
0.0,20.70979118347168
0.0,21.256149291992188
0.0,21.781492233276367
0.0,22.286630630493164
0.0,22.7723388671875
0.0,23.23936653137207
0.0,23.688432693481445
0.0,24.12022590637207
0.0,24.53541374206543
0.0,24.979394912719727
0.0,25.406299591064453
0.0,25.727256774902344
0.0,25.991111755371094
0.0,26.11052703857422
0.0,26.180585861206055
0.0,26.292713165283203
0.0,26.355764389038086
0.0,26.2821044921875
0.0,26.166515350341797
0.0,26.01060676574707
0.0,25.771167755126953
0.0,25.496177673339844
0.0,25.23176383972168
0.0,24.932758331298828
0.0,24.600486755371094
0.0,24.191469192504883
0.0,23.708656311035156
0.0,23.19965362548828
0.0,22.754985809326172
0.0,22.416950225830078
0.0,22.091915130615234
0.0,21.600330352783203
0.0,20.993362426757812
0.0,20.320215225219727
0.0,19.628196716308594
0.0,18.962791442871094
0.0,18.278217315673828
0.0,17.57520866394043
0.0,16.80971336364746
0.0,16.028894424438477
0.0,15.188584327697754
0.0,14.291067123413086
0.0,13.338542938232422
0.0,12.377894401550293
0.0,11.319902420043945
0.0,10.257840156555176
0.0,9.236625671386719
0.0,8.209924697875977
0.0,7.17794942855835
0.0,6.185665607452393
0.0,5.18678617477417
0.0,4.226325511932373
0.0,3.3028059005737305
0.0,2.370042324066162
0.0,1.294100284576416
0.0,0.21478091180324554
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.13153791427612305
0.0,1.335079312324524
0.0,2.5370941162109375
0.0,3.7824010848999023
0.0,5.114101886749268
0.0,6.4841108322143555
0.0,7.890950679779053
0.0,9.333208084106445
0.0,10.76475715637207
0.0,12.141246795654297
0.0,13.50955867767334
0.0,14.870002746582031
0.0,16.222885131835938
0.0,17.568496704101562
0.0,18.907119750976562
0.0,20.2390193939209
0.0,21.564455032348633
0.0,22.79414939880371
0.0,23.976547241210938
0.0,25.158233642578125
0.0,26.383991241455078
0.0,27.65213394165039
184.16587829589844,28.87150001525879
0.0,30.178258895874023
0.0,31.38999366760254
0.0,32.51036071777344
0.0,33.63240051269531
0.0,34.71128463745117
0.0,35.74867248535156
0.0,36.746158599853516
0.0,37.705284118652344
0.0,38.62751770019531
0.0,39.42475509643555
0.0,40.101802825927734
0.0,40.70804977416992
0.0,41.290977478027344
0.0,41.85148620605469
0.0,42.390438079833984
0.0,42.908660888671875
0.0,43.406951904296875
0.0,43.841312408447266
0.0,44.214202880859375
0.0,44.61751937866211
0.0,45.00532150268555
0.0,45.378204345703125
0.0,45.915802001953125
0.0,46.43272018432617
0.0,46.92975616455078
184.16580200195312,47.362911224365234
187.57603454589844,47.95846176147461
0.0,48.57586669921875
0.0,49.08000183105469
0.0,49.51998519897461
0.0,49.89828109741211
0.0,50.30678939819336
0.0,50.74435043334961
0.0,51.16508102416992
0.0,51.52486801147461
0.0,51.826053619384766
0.0,52.16041564941406
0.0,52.437156677246094
0.0,52.65848922729492
0.0,52.87131118774414
0.0,53.07594680786133
0.0,53.18318557739258
0.0,53.241539001464844
0.0,53.25288391113281
0.0,53.21902847290039
0.0,53.18647766113281
0.0,53.065650939941406
0.0,52.85994338989258
0.0,52.61738967895508
0.0,52.33939743041992
0.0,52.11686325073242
0.0,51.81336212158203
0.0,51.476768493652344
0.0,51.10835647583008
0.0,50.70935821533203
0.0,50.32570266723633
0.0,49.91204071044922
0.0,49.514286041259766
0.0,49.131832122802734
0.0,48.80885314941406
0.0,48.498294830322266
0.0,48.15491485595703
0.0,47.869510650634766
0.0,47.63983917236328
0.0,47.419002532958984
0.0,47.206661224365234
0.0,46.957725524902344
0.0,46.67359924316406
0.0,46.4004020690918
0.0,46.13771438598633
0.0,45.840362548828125
0.0,45.55445098876953
0.0,45.27953338623047
0.0,44.970428466796875
0.0,44.583683013916016
0.0,44.167049407958984
0.0,43.766441345214844
0.0,43.336483001708984
0.0,42.878292083740234
0.0,42.48249435424805
0.0,42.10191345214844
0.0,41.7359733581543
0.0,41.38410949707031
0.0,41.001014709472656
0.0,40.632652282714844
0.0,40.23369598388672
0.0,39.85008239746094
0.0,39.436458587646484
0.0,39.03874588012695
0.0,38.61156463623047
0.0,38.2008171081543
0.0,37.85062789916992
0.0,37.51390838623047
0.0,37.19013595581055
0.0,36.923583984375
0.0,36.7120475769043
0.0,36.553409576416016
0.0,36.356109619140625
0.0,36.12163543701172
0.0,35.89617919921875
0.0,35.67939376831055
0.0,35.470947265625
0.0,35.27051544189453
0.0,35.12255859375
0.0,35.025054931640625
0.0,34.97605895996094
0.0,34.928951263427734
0.0,34.83889389038086
0.0,34.75230026245117
0.0,34.75856018066406
0.0,34.80934524536133
0.0,34.813411712646484
0.0,34.81732177734375
0.0,34.82107925415039
0.0,34.8246955871582
0.0,34.8729362487793
0.0,34.964080810546875
0.0,35.05172348022461
0.0,35.046470642089844
0.0,34.99665069580078
0.0,34.99351501464844
0.0,34.99049758911133
0.0,34.942832946777344
0.0,34.80747604370117
0.0,34.632564544677734
0.0,34.46438217163086
0.0,34.30266571044922
0.0,34.1024055480957
0.0,33.909847259521484
0.0,33.679931640625
0.0,33.41409683227539
0.0,33.11372756958008
0.0,32.78014373779297
0.0,32.41462707519531
0.0,32.018409729003906
0.0,31.592662811279297
0.0,31.27281951904297
0.0,30.96527862548828
0.0,30.669567108154297
0.0,30.38522720336914
0.0,30.156587600708008
0.0,29.936742782592773
0.0,29.77011489868164
0.0,29.565134048461914
0.0,29.3680362701416
0.0,29.17852020263672
0.0,29.04105567932129
0.0,28.908878326416016
0.0,28.737022399902344
0.0,28.571775436401367
0.0,28.50240707397461
0.0,28.480470657348633
0.0,28.45937728881836
0.0,28.349573135375977
0.0,28.199228286743164
0.0,28.099428176879883
0.0,27.958703994750977
0.0,27.823392868041992
0.0,27.738048553466797
0.0,27.655986785888672
0.0,27.57708168029785
0.0,27.501211166381836
0.0,27.428258895874023
0.0,27.40287208557129
0.0,27.378461837768555
0.0,27.310230255126953
0.0,27.199861526489258
0.0,27.183258056640625
0.0,27.212059020996094
0.0,27.19498634338379
0.0,27.04428482055664
0.0,26.89937973022461
0.0,26.71528434753418
0.0,26.53826904296875
0.0,26.323299407958984
0.0,26.11659812927246
0.0,25.917844772338867
0.0,25.72673797607422
0.0,25.542980194091797
0.0,25.366291046142578
0.0,25.196395874023438
0.0,25.033037185668945
0.0,24.92072296142578
0.0,24.857492446899414
0.0,24.75193214416504
0.0,24.65043067932129
0.0,24.50806999206543
0.0,24.371183395385742
0.0,24.284326553344727
0.0,24.200809478759766
0.0,24.075742721557617
0.0,23.910720825195312
0.0,23.66252326965332
0.0,23.379108428955078
0.0,23.10659408569336
0.0,22.79979705810547
0.0,22.460037231445312
0.0,22.088581085205078
0.0,21.73141098022461
0.0,21.432743072509766
0.0,21.14556121826172
0.0,20.86942481994629
0.0,20.603910446166992
0.0,20.34860610961914
0.0,20.10312271118164
0.0,19.867080688476562
0.0,19.640117645263672
0.0,19.377119064331055
0.0,19.124237060546875
0.0,18.881080627441406
0.0,18.64727783203125
0.0,18.422466278076172
0.0,18.25106430053711
0.0,18.08625602722168
0.0,17.927783966064453
0.0,17.73064613342285
0.0,17.496326446533203
0.0,17.271018981933594
0.0,17.00961685180664
0.0,16.66874122619629
0.0,16.251449584960938
0.0,15.805444717407227
0.0,15.421356201171875
0.0,15.09680461883545
0.0,14.784736633300781
0.0,14.529433250427246
0.0,14.328713417053223
0.0,14.180477142333984
0.0,13.993179321289062
0.0,13.813084602355957
0.0,13.63991641998291
0.0,13.428645133972168
0.0,13.180736541748047
0.0,12.987126350402832
0.0,12.800962448120117
0.0,12.62195873260498
0.0,12.494603157043457
0.0,12.416910171508789
0.0,12.297440528869629
0.0,12.0482759475708
0.0,11.853458404541016
0.0,11.666133880615234
0.0,11.486013412475586
0.0,11.268057823181152
0.0,11.013721466064453
0.0,10.724407196044922
0.0,10.49098014831543
0.0,10.221772193908691
0.0,9.918153762817383
0.0,9.581450462341309
0.0,9.212932586669922
0.0,8.858589172363281
0.0,8.473111152648926
0.0,8.102458000183105
0.0,7.790825366973877
0.0,7.491178035736084
0.0,7.2030558586120605
0.0,6.926015377044678
0.0,6.614866733551025
0.0,6.315684795379639
0.0,5.983246803283691
0.0,5.618831634521484
0.0,5.268431663513184
0.0,4.886749267578125
0.0,4.4749836921691895
0.0,4.0342912673950195
0.0,3.5657854080200195
0.0,3.070535182952881
0.0,2.639096736907959
0.0,2.2690155506134033
0.0,1.9579317569732666
0.0,1.6588127613067627
0.0,1.3264347314834595
0.0,0.9620770215988159
0.0,0.6564965844154358
0.0,0.40743282437324524
0.0,0.21271196007728577
0.0,0.0702400729060173
0.0,0.06753852963447571
0.0,0.19923155009746552
0.0,0.3258594572544098
0.0,0.3133263885974884
0.0,0.301275372505188
0.0,0.33445143699645996
0.0,0.366351455450058
0.0,0.39702457189559937
0.0,0.42651793360710144
0.0,0.5444040894508362
0.0,0.6577560901641846
0.0,0.8115081787109375
0.0,1.048873782157898
0.0,1.366637110710144
0.0,1.7617019414901733
0.0,2.186335563659668
0.0,2.68416428565979
0.0,3.2523727416992188
0.0,3.8882503509521484
0.0,4.49967098236084
0.0,5.087575912475586
0.0,5.652868747711182
0.0,6.1964192390441895
0.0,6.719064235687256
0.0,7.221607685089111
0.0,7.74958610534668
0.0,8.257257461547852
0.0,8.700639724731445
0.0,9.082208633422852
0.0,9.449102401733398
0.0,9.801884651184082
0.0,10.141098022460938
0.0,10.422501564025879
0.0,10.737844467163086
0.0,11.041060447692871
0.0,11.332612991333008
0.0,11.747239112854004
0.0,12.280208587646484
0.0,12.882203102111816
0.0,13.550570487976074
0.0,14.282758712768555
0.0,15.031545639038086
0.0,15.796297073364258
0.0,16.576398849487305
0.0,17.371257781982422
0.0,18.0460205078125
